307.5,217.5,8,5
317.5,219.5,8,5
327.5,221.5,8,5
337.5,223.5,8,5
347.5,225.5,8,5
------------ separator of maps we want to add
307.5,217.5,17,1
322.5,222.5,17,1
337.5,227.5,17,1
352.5,232.5,17,1
------------
352.5,247.5,17,1
362.5,257.5,17,1
362.5,257.5,17,1
362.5,277.5,17,1
357.5,287.5,17,1
352.5,299.5,17,1
337.5,317.5,17,1
327.5,317.5,17,1
317.5,317.5,17,1
307.5,317.5,17,1
297.5,317.5,17,1
287.5,317.5,17,1
277.5,317.5,17,1
267.5,317.5,17,1
257.5,317.5,17,1
247.5,317.5,17,1
247.5,317.5,17,1
247.5,307.5,17,1
247.5,297.5,17,1
247.5,287.5,17,1
247.5,277.5,17,1
247.5,267.5,17,1
247.5,257.5,17,1
247.5,247.5,17,1
247.5,237.5,17,1
247.5,227.5,17,1
247.5,217.5,17,1
247.5,207.5,17,1
257.5,207.5,17,1
267.5,207.5,17,1
277.5,207.5,17,1
287.5,212.5,17,1
------------
360.5,247.5,15,2
370.5,257.5,15,2
370.5,257.5,15,2
370.5,277.5,15,2
365.5,287.5,15,2
360.5,299.5,15,2
350.5,317.5,15,2
335.5,322.5,13,2
325.5,322.5,13,2
315.5,322.5,13,2
305.5,322.5,13,2
295.5,322.5,13,2
285.5,322.5,13,2
275.5,322.5,13,2
265.5,322.5,13,2
255.5,322.5,13,2
240.5,317.5,13,2
244.5,322.5,13,2
244.5,317.5,13,2
244.5,307.5,13,2
244.5,297.5,13,2
244.5,287.5,13,2
244.5,277.5,13,2
244.5,267.5,13,2
244.5,257.5,13,2
244.5,247.5,13,2
244.5,237.5,13,2
244.5,227.5,13,2
244.5,217.5,13,2
244.5,207.5,13,2
254.5,202.5,13,2
264.5,202.5,13,2
274.5,202.5,13,2
284.5,207.5,13,2
------------
